calib_frac,dataset_name,fold,n_calib,n_calib_seq,n_seq,n_test,n_test_seq,n_train_seq,status,subject,target_space,target_variance_retained,test_start_seq_pos
0.2,sleep,2,51,,258,116,,,ok,sub-01,,,142
0.2,sleep,2,51,,258,116,,,ok,sub-05,,,142
0.2,sleep,2,51,,258,116,,,ok,sub-07,,,142
0.2,sleep,2,51,,258,116,,,ok,sub-13,,,142
0.2,sleep,2,51,,258,116,,,ok,sub-16,,,142
0.2,sleep,2,51,,258,116,,,ok,sub-17,,,142
0.2,sleep,2,51,,258,116,,,ok,sub-19,,,142
0.2,sleep,2,51,,258,116,,,ok,sub-21,,,142
0.2,sleep,2,51,,258,116,,,ok,sub-25,,,142
0.2,sleep,2,51,,258,116,,,ok,sub-26,,,142
0.2,sleep,2,51,,258,116,,,ok,sub-33,,,142
0.2,sleep,2,,561,,,1276,6237,,,pca32,0.8899136185646057,
0.2,sleep,3,51,,258,116,,,ok,sub-02,,,142
0.2,sleep,3,51,,258,116,,,ok,sub-04,,,142
0.2,sleep,3,51,,258,116,,,ok,sub-09,,,142
0.2,sleep,3,51,,258,116,,,ok,sub-10,,,142
0.2,sleep,3,51,,258,116,,,ok,sub-14,,,142
0.2,sleep,3,51,,258,116,,,ok,sub-15,,,142
0.2,sleep,3,51,,258,116,,,ok,sub-20,,,142
0.2,sleep,3,51,,258,116,,,ok,sub-22,,,142
0.2,sleep,3,51,,258,116,,,ok,sub-30,,,142
0.2,sleep,3,51,,258,116,,,ok,sub-31,,,142
0.2,sleep,3,51,,258,116,,,ok,sub-32,,,142
0.2,sleep,3,,561,,,1276,6237,,,pca32,0.8931251764297485,
0.3,sleep,1,77,,258,116,,,ok,sub-03,,,142
0.3,sleep,1,77,,258,116,,,ok,sub-06,,,142
0.3,sleep,1,77,,258,116,,,ok,sub-08,,,142
0.3,sleep,1,77,,258,116,,,ok,sub-11,,,142
0.3,sleep,1,77,,258,116,,,ok,sub-12,,,142
0.3,sleep,1,77,,258,116,,,ok,sub-18,,,142
0.3,sleep,1,77,,258,116,,,ok,sub-23,,,142
0.3,sleep,1,77,,258,116,,,ok,sub-24,,,142
0.3,sleep,1,77,,258,116,,,ok,sub-27,,,142
0.3,sleep,1,77,,258,116,,,ok,sub-28,,,142
0.3,sleep,1,77,,258,116,,,ok,sub-29,,,142
0.3,sleep,1,,847,,,1276,6523,,,pca32,0.8942389488220215,
0.3,sleep,2,77,,258,116,,,ok,sub-01,,,142
0.3,sleep,2,77,,258,116,,,ok,sub-05,,,142
0.3,sleep,2,77,,258,116,,,ok,sub-07,,,142
0.3,sleep,2,77,,258,116,,,ok,sub-13,,,142
0.3,sleep,2,77,,258,116,,,ok,sub-16,,,142
0.3,sleep,2,77,,258,116,,,ok,sub-17,,,142
0.3,sleep,2,77,,258,116,,,ok,sub-19,,,142
0.3,sleep,2,77,,258,116,,,ok,sub-21,,,142
0.3,sleep,2,77,,258,116,,,ok,sub-25,,,142
0.3,sleep,2,77,,258,116,,,ok,sub-26,,,142
0.3,sleep,2,77,,258,116,,,ok,sub-33,,,142
0.3,sleep,2,,847,,,1276,6523,,,pca32,0.8894786834716797,
0.3,sleep,3,77,,258,116,,,ok,sub-02,,,142
0.3,sleep,3,77,,258,116,,,ok,sub-04,,,142
0.3,sleep,3,77,,258,116,,,ok,sub-09,,,142
0.3,sleep,3,77,,258,116,,,ok,sub-10,,,142
0.3,sleep,3,77,,258,116,,,ok,sub-14,,,142
0.3,sleep,3,77,,258,116,,,ok,sub-15,,,142
0.3,sleep,3,77,,258,116,,,ok,sub-20,,,142
0.3,sleep,3,77,,258,116,,,ok,sub-22,,,142
0.3,sleep,3,77,,258,116,,,ok,sub-30,,,142
0.3,sleep,3,77,,258,116,,,ok,sub-31,,,142
0.3,sleep,3,77,,258,116,,,ok,sub-32,,,142
0.3,sleep,3,,847,,,1276,6523,,,pca32,0.8921064734458923,
0.4,sleep,1,103,,258,116,,,ok,sub-03,,,142
0.4,sleep,1,103,,258,116,,,ok,sub-06,,,142
0.4,sleep,1,103,,258,116,,,ok,sub-08,,,142
0.4,sleep,1,103,,258,116,,,ok,sub-11,,,142
0.4,sleep,1,103,,258,116,,,ok,sub-12,,,142
0.4,sleep,1,103,,258,116,,,ok,sub-18,,,142
0.4,sleep,1,103,,258,116,,,ok,sub-23,,,142
0.4,sleep,1,103,,258,116,,,ok,sub-24,,,142
0.4,sleep,1,103,,258,116,,,ok,sub-27,,,142
0.4,sleep,1,103,,258,116,,,ok,sub-28,,,142
0.4,sleep,1,103,,258,116,,,ok,sub-29,,,142
0.4,sleep,1,,1133,,,1276,6809,,,pca32,0.8933965563774109,
0.4,sleep,2,103,,258,116,,,ok,sub-01,,,142
0.4,sleep,2,103,,258,116,,,ok,sub-05,,,142
0.4,sleep,2,103,,258,116,,,ok,sub-07,,,142
0.4,sleep,2,103,,258,116,,,ok,sub-13,,,142
0.4,sleep,2,103,,258,116,,,ok,sub-16,,,142
0.4,sleep,2,103,,258,116,,,ok,sub-17,,,142
0.4,sleep,2,103,,258,116,,,ok,sub-19,,,142
0.4,sleep,2,103,,258,116,,,ok,sub-21,,,142
0.4,sleep,2,103,,258,116,,,ok,sub-25,,,142
0.4,sleep,2,103,,258,116,,,ok,sub-26,,,142
0.4,sleep,2,103,,258,116,,,ok,sub-33,,,142
0.4,sleep,2,,1133,,,1276,6809,,,pca32,0.88926100730896,
0.4,sleep,3,103,,258,116,,,ok,sub-02,,,142
0.4,sleep,3,103,,258,116,,,ok,sub-04,,,142
0.4,sleep,3,103,,258,116,,,ok,sub-09,,,142
0.4,sleep,3,103,,258,116,,,ok,sub-10,,,142
0.4,sleep,3,103,,258,116,,,ok,sub-14,,,142
0.4,sleep,3,103,,258,116,,,ok,sub-15,,,142
0.4,sleep,3,103,,258,116,,,ok,sub-20,,,142
0.4,sleep,3,103,,258,116,,,ok,sub-22,,,142
0.4,sleep,3,103,,258,116,,,ok,sub-30,,,142
0.4,sleep,3,103,,258,116,,,ok,sub-31,,,142
0.4,sleep,3,103,,258,116,,,ok,sub-32,,,142
0.4,sleep,3,,1133,,,1276,6809,,,pca32,0.8911181092262268,
